,src,rel,tgt,time,text
498,Militant (India),Use unconventional violence,India,2016-01-03,"Police received a phone call warning of a bomb being kept in a train on Sunday, a day after the Pathankot airbase in the northern state of Punjab was stormed by heavily armed militants."
499,Terrorist (India),Use unconventional violence,India,2016-01-03,"Chandigarh/New Delhi, Jan. 4 -- Two teams of terrorists attacked the Pathankot air base on Saturday, and they had - in all likelihood - reached there in different vehicles, security sources told HT."
500,Citizen (India),Use unconventional violence,India,2016-01-03,Intelligence agencies have identified the people who handled suspected Jaish-e-Mohammed terrorists who today attacked an Air Force base in Pathankot in Punjab.
501,Terrorist (Pakistan),Use unconventional violence,India,2016-01-03,"The terrorists, suspected to be from Pakistan and who attacked the IAF base, failed to destroy IAF assets due to timely action by security forces, union Home Secretary Rajiv Mehrishi said in New Delhi on Sunday."
502,Militant (India),Use unconventional violence,India,2016-01-03,"NEW DELHI, Jan. 3 (Xinhua) -- Indian security forces continued on Sunday to engage with the remaining militants who stormed an airbase in the northern state of Punjab the previously day, killing one more gunman, said officials."
503,Militant (India),Use unconventional violence,India,2016-01-03,"Indian government imposed on the state of alert in key installations, bus, rail, one day after the militants to launch an attack on an Air Force base in northwest India."
504,Armed Gang (India),Use unconventional violence,India,2016-01-03,"NEW DELHI, Jan. 3 (Xinhua) -- At least two other gunmen are still holed up inside the Indian airbase they attacked on Saturday, while security forces are continuing combing operation inside the base and its surrounding areas, said Indian officials on Sunday."
505,Militant (Pakistan),Use unconventional violence,India,2016-01-03,"Pakistan Pashto newspapers on 3 January highlighted reports on attack on Indian airbase; coordinated attack on guesthouse in Kabul; Afghan troops release 50 people from Taliban prison in Helmand; Afghan Chief of Army Staff General Qadam Shah Shaheem’s statement, saying military operation to be launched against militants in Nangarhar; five Pakistani militants killed in UAV strike in Kuanr province; agreement on ceasefire between rival Taliban groups; Afghan Chief Executive Dr. Abdullah Abdullah likely to visit Pakistan; Afghan High Peace Council [ HPC] Acting Chairman Abdul Hakim Mujahid’s statement, saying participation of United States, China in peace talks to yield results; Afghan Defense Ministry Spokesman Daulat Waziri’s statement, saying large-scale operation planned against ISIL in Nangarhar ; different incidents of violence ; 2016 – the year of elimination of terrorism."
506,Militant (India),Use unconventional violence,India,2016-01-03,"New Delhi, Jan. 4 -- The government said on Sunday two more terrorists were still holed up in the Pathankot airbase and officials weren't sure about the exact number of militants who ambushed the facility."
507,Armed Gang (India),Use unconventional violence,India,2016-01-03,"Page 1: National, International Reports Prominent pictures on page 1 show scenes related to gunmen's attack at Pathankot airbase in India."
508,Militant (India),Use unconventional violence,India,2016-01-03,"New Delhi, Jan. 3 -- The government said on Sunday two more terrorists were still holed up in the Pathankot air base and officials weren't sure about the exact number of militants who ambushed the facility."
509,Citizen (India),Use unconventional violence,India,2016-01-03,"Indian leaders had already praised the armed forces for their heroism in Saturday's 15-hour shootout, with Prime Minister Narendra Modi saying they did not let the 'enemies of humanity' who attacked the base succeed."
510,Terrorist (Pakistan),Use unconventional violence,India,2016-01-03,"Pathankot/New Delhi, Jan 3 (IANS) Security forces on Sunday nailed two more terrorists who had attacked the Indian Air Force base at Pathankot along with four others."
511,Terrorist (India),Use unconventional violence,India,2016-01-03,"New Delhi, Jan. 4 -- Two teams of terrorists attacked the Pathankot airbase on Saturday, and they had - in all likelihood - reached there in different vehicles, security sources told HT."
512,Militant (Pakistan),Use unconventional violence,India,2016-01-03,Three security forces personnel were killed on the spot while 12 others injured Saturday while neutralizing four suspected Pakistani militants who had launched the terror attack on the airbase in Pathankot.
513,India,Provide aid,Military (India),2016-01-03,IAF helicopters could be seen flying over the base and nearby areas through the night and since early morning on Sunday to assist ground forces in the search and combing operations.
514,India,"Arrest, detain, or charge with legal action",Men (India),2016-01-03,"Agra, Jan 3 (IANS) A man was arrested in Fatehpur Sikri near Agra on Sunday over suspicions that he had sex with a woman's body after dragging it out of her grave, police said."
515,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-03,Police said 'finance secretary' Max Asukomi was apprehended in an operation in Nagaland's commercial hub Dimapur.
516,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-03,Pankaj Kumar of Faizabad (Uttar Pradesh) and Balak Ram Yadav of Vaishali (Bihar) were arrested at Guwahati airport on Friday.
517,India,Express intent to meet or negotiate,Pakistan,2016-01-03,The adviser said that foreign secretaries of Pakistan and India would meet on 15th of this month to draw up a road-map regarding comprehensive dialogue for the next six months.
518,Pakistan,Express intent to meet or negotiate,India,2016-01-03,"However, at the same time, the U.S would like India and Pakistan to continue their dialogue."
519,Walid Muallem,Express intent to meet or negotiate,India,2016-01-03,"(SANA) - , Deputy Prime Minister, Foreign and Expatriates Minister Walid al-Moallem is scheduled to pay an official visit to India on 11 January for four days."
520,French Army,Express intent to meet or negotiate,India,2016-01-03,A contingent of French Army personnel will arrive at Bikaner in a few days to participate in the exercise.
521,India,Express intent to meet or negotiate,Pakistan,2016-01-03,"However, at the same time, the U.S would like India and Pakistan to continue their dialogue."
522,Rashtriya Janata Dal,Express intent to meet or negotiate,India,2016-01-03,The RJD chief will land in Varanasi to sound the poll bugle for the 2017 assembly election in Uttar Pradesh and kick-start his nation-wide tour to attack Modi.
523,Walid Muallem,Express intent to meet or negotiate,India,2016-01-03,Minister al-Moallem will discuss with a number of Indian officials current situation in the region and means of enhancing bilateral relations between the two countries.
524,Police (India),Consult,India,2016-01-03,"An emergency special coordination meeting of officers of Western Command, Intelligence Bureau, Terminal Ballistics Research Laboratory and police officials of Chandigarh, Panchkula, Mohali and Solan was held at the UT guest house in the connection with the security arrangements."
525,India,Consult,Pakistan,2016-01-03,"In an interview to The Hindu , he said that combating terror should be one of the main areas of discussions when India and Pakistan talk to each other next."
526,Pakistan,Consult,India,2016-01-03,"In an interview to The Hindu , he said that combating terror should be one of the main areas of discussions when India and Pakistan talk to each other next."
527,India,Consult,Police (India),2016-01-03,"An emergency special coordination meeting of officers of Western Command, Intelligence Bureau, Terminal Ballistics Research Laboratory and police officials of Chandigarh, Panchkula, Mohali and Solan was held at the UT guest house in the connection with the security arrangements."
528,United States,Praise or endorse,India,2016-01-03,"Washington, Jan 3 (IANS) Strongly condemning the 'heinous' terrorist attack on an Indian Air Force base at Pathankot, the US has reaffirmed its commitment to its strong partnership with the Indian government to combat terrorism."
529,India,Praise or endorse,Military (India),2016-01-03,"Indian leaders had already praised the armed forces for their heroism in Saturday's 15-hour shootout, with Prime Minister Narendra Modi saying they did not let the 'enemies of humanity' who attacked the base succeed."
